Bet #	Date	Bookmaker	Bet Type	League	Home Team	Away Team	Bet Placed	Odds	Stake	Live Bet?	Win	Bonus Bet?		 At Risk 	 Normalized Result 	Odds Probability	 Potential Payout 	 Potential Gain 	 Bet Result 		Notes
359	6/4/2023	DraftKings	     Leg	MLB	Reds	Brewers	Reds ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
360	6/4/2023	FanDuel	Winner (ML)	Tennis	Sabalenka	Stephens	Sabalenka ML	-330	$40.00	Yes	Yes	No		 $ 40.00 	0.68	77%	 $ 52.12 	 $ 12.12 	 $ 52.12 	 $ 12.12 	
361	6/4/2023	FanDuel	Winner (ML)	Tennis	Sabalenka	Stephens	Sabalenka ML	-295	$30.00	Yes	Yes	No		 $ 30.00 	0.70	75%	 $ 40.17 	 $ 10.17 	 $ 40.17 	 $ 10.17 	
362	6/4/2023	DraftKings	Winner (ML)	Golf	Memorial	Tourney	Rory	330	$15.00	Yes	No	No		 $ 15.00 	-0.44	23%	 $ 64.50 	 $ 49.50 	 $ -   	 $ (15.00)	
363	6/4/2023	DraftKings	Winner (ML)	Golf	Memorial	Tourney	Denny Mccarthy	165	$15.00	No	No	No		 $ 15.00 	-0.72	38%	 $ 39.75 	 $ 24.75 	 $ -   	 $ (15.00)	
364	6/4/2023	DraftKings	Winner (ML)	Golf	Memorial	Tourney	Hovland ML	1416	$0.70	Yes	Yes	No		 $ 0.70 	7.94	7%	 $ 10.61 	 $ 9.91 	 $ 10.61 	 $ 9.91 	
365	6/4/2023	DraftKings	Winner (ML)	Tennis	Sabalenka	Stephens	Sabalenka ML	-155	$30.00	Yes	Yes	No		 $ 30.00 	0.86	61%	 $ 49.35 	 $ 19.35 	 $ 49.35 	 $ 19.35 	
366	6/4/2023	DraftKings	SGP	NBA 	Nuggets	Heat	Murray 4 A, Porter JR 2 3's, Jimmy 6 R, Jokic 5A	105	$15.00	No	No	No		 $ 15.00 	-0.93	49%	 $ 30.75 	 $ 15.75 	 $ -   	 $ (15.00)	
367	6/4/2023	FanDuel	Over / Under	NBA 	Nuggets	Heat	Gordon PRA under 21.5	114	$25.00	No	Yes	No		 $ 25.00 	1.12	47%	 $ 53.50 	 $ 28.50 	 $ 53.50 	 $ 28.50 	
368	6/4/2023	FanDuel	Over / Under	NBA 	Nuggets	Heat	Heat over 103.5	111	$10.00	No	Yes	No		 $ 10.00 	1.11	47%	 $ 21.10 	 $ 11.10 	 $ 21.10 	 $ 11.10 	
369	6/4/2023	DraftKings	Prop	NBA 	Nuggets	Heat	Race to 15pts	195	$10.61	No	Yes	No		 $ 10.61 	1.55	34%	 $ 31.30 	 $ 20.69 	 $ 31.30 	 $ 20.69 	
370	6/5/2023	DraftKings	Winner (ML)	Tennis	Rune	Cerundolo	Rune ML	-110	$15.00	Yes	Yes	No		 $ 15.00 	1.00	52%	 $ 28.64 	 $ 13.64 	 $ 28.64 	 $ 13.64 	
371	6/6/2023	DraftKings	Winner (ML)	MLB	Angels	Cubs	Angels ML	-120	$20.00	No	Yes	No		 $ 20.00 	0.96	55%	 $ 36.67 	 $ 16.67 	 $ 36.67 	 $ 16.67 	
372	6/6/2023	DraftKings	Winner (ML)	MLB	reds	dodgers	reds ml	160	$20.00	No	Yes	No		 $ 20.00 	1.36	38%	 $ 52.00 	 $ 32.00 	 $ 52.00 	 $ 32.00 	
373	6/7/2023	DraftKings	SGP	NBA 	Heat	Nuggets	Murray 20th, Vincent 2 threes, butler 5r	110	$10.00	No	No	Yes		 $ 10.00 	-0.91	48%	 $ 21.00 	 $ 11.00 	 $ -   	 $ -   	
374	6/7/2023	FanDuel	Over / Under	NBA 	Heat	Nuggets	Porter 21.5 PRA	116	$10.00	No	No	No		 $ 10.00 	-0.88	46%	 $ 21.60 	 $ 11.60 	 $ -   	 $ (10.00)	
375	6/7/2023	FanDuel	Over / Under	NBA 	Heat	Nuggets	Murray over 6.5 A	108	$10.00	No	Yes	No		 $ 10.00 	1.09	48%	 $ 20.80 	 $ 10.80 	 $ 20.80 	 $ 10.80 	
376	6/7/2023	FanDuel	Winner (ML)	MLB	reds	dodgers	reds ml	162	$10.00	Yes	Yes	No		 $ 10.00 	1.37	38%	 $ 26.20 	 $ 16.20 	 $ 26.20 	 $ 16.20 	
377	6/9/2023	FanDuel	SGP	NBA 	Heat	Nuggets	Jimmy 6A, Murray 6A, Jokic 10R	119	$15.00	No	Yes	No		 $ 15.00 	1.15	46%	 $ 32.85 	 $ 17.85 	 $ 32.85 	 $ 17.85 	
378	6/8/2023	DraftKings	Winner (ML)	Tennis	Sabalenka	Muchova	Sabalenka ML	135	$10.00	Yes	No	No		 $ 10.00 	-0.81	43%	 $ 23.50 	 $ 13.50 	 $ -   	 $ (10.00)	
379	6/11/2023	FanDuel	Winner (ML)	MLB	Cardinals	Reds	Reds ML	-130	$15.00	Yes	Yes	No		 $ 15.00 	0.93	57%	 $ 26.54 	 $ 11.54 	 $ 26.54 	 $ 11.54 	
380	6/9/2023	DraftKings	Prop	Golf	RBC	Canadian	Rory Top 10	-211	$10.00	Yes	Yes	No		 $ 10.00 	0.77	68%	 $ 14.74 	 $ 4.74 	 $ 14.74 	 $ 4.74 	
381	6/9/2023	DraftKings	Winner (ML)	Tennis	Zverev	Ruud	Zverev ML	-105	$15.00	No	No	No		 $ 15.00 	-0.98	51%	 $ 29.29 	 $ 14.29 	 $ -   	 $ (15.00)	
382	6/9/2023	DraftKings	Winner (ML)	Champions League	Inter Milan	Man City	Inter +1.5	-165	$15.00	No	Yes	No		 $ 15.00 	0.84	62%	 $ 24.09 	 $ 9.09 	 $ 24.09 	 $ 9.09 	
383	6/9/2023	DraftKings	Winner (ML)	Champions League	Inter Milan	Man City	Inter to win cup	320	$2.00	No	No	No		 $ 2.00 	-0.45	24%	 $ 8.40 	 $ 6.40 	 $ -   	 $ (2.00)	
384	6/9/2023	DraftKings	Prop	NBA 	Heat	Nuggets	Lowry U 8.5	-120	$15.00	No	No	No		 $ 15.00 	-1.04	55%	 $ 27.50 	 $ 12.50 	 $ -   	 $ (15.00)	
385	6/9/2023	FanDuel	SGP	NBA 	Heat	Nuggets	Jokic U 31, Bruce Brown U 15, Bam U 27, Murray 4 A	171	$15.00	No	No	No		 $ 15.00 	-0.70	37%	 $ 40.65 	 $ 25.65 	 $ -   	 $ (15.00)	
386	6/12/2023	FanDuel	Prop	NBA 	Nuggets	Heat	Murray 5pts and Jokic 2A 1Q	150	$7.00	No	No	No		 $ 7.00 	-0.76	40%	 $ 17.50 	 $ 10.50 	 $ -   	 $ (7.00)	
387	6/12/2023	FanDuel	SGP	NBA 	Nuggets	Heat	Butler 4R, Murray 6A, Butler 4A, Jokic 10R, Bam under 26.5P	112	$15.00	No	No	No		 $ 15.00 	-0.90	47%	 $ 31.80 	 $ 16.80 	 $ -   	 $ (15.00)	
388	6/12/2023	DraftKings	SGP	NBA 	Nuggets	Heat	Jokic 25Pts and Murray 2 threes	100	$10.00	No	Yes	No		 $ 10.00 	1.05	50%	 $ 20.00 	 $ 10.00 	 $ 20.00 	 $ 10.00 	
389	6/12/2023	DraftKings	Winner (ML)	MLB	Royals	Reds	Reds ML	-110	$15.00	No	Yes	No		 $ 15.00 	1.00	52%	 $ 28.64 	 $ 13.64 	 $ 28.64 	 $ 13.64 	
390	6/12/2023	FanDuel	SGP	NBA 	Nuggets	Heat	Butler 4R, Bam 3A, Martin 1three, Strus under 10.5pt	128	$12.00	No	No	No		 $ 12.00 	-0.84	44%	 $ 27.36 	 $ 15.36 	 $ -   	 $ (12.00)	
391	6/13/2023	DraftKings	Prop	Other	Superstar	Boost WNBA (lol)	Breanna Stewart & Griner 20+ Pts	135	$10.00	No	No	No		 $ 10.00 	-0.81	43%	 $ 23.50 	 $ 13.50 	 $ -   	 $ (10.00)	
392	6/13/2023	DraftKings	Winner (ML)	MLB	Royals	Reds	Reds ML	-115	$20.00	No	Yes	No		 $ 20.00 	0.98	53%	 $ 37.39 	 $ 17.39 	 $ 37.39 	 $ 17.39 	
393	6/13/2023	DraftKings	Winner (ML)	MLB	Royals	Reds	Reds ML	-110	$15.00	No	Yes	No		 $ 15.00 	1.00	52%	 $ 28.64 	 $ 13.64 	 $ 28.64 	 $ 13.64 	
394	6/13/2023	DraftKings	SGP	MLB	Royals	Reds	5+ Hits U .5 1st De La Cruz Hit	130	$10.00	No	No	No		 $ 10.00 	-0.83	43%	 $ 23.00 	 $ 13.00 	 $ -   	 $ (10.00)	
395	6/14/2023	DraftKings	Winner (ML)	MLB	Royals	Reds	Reds ML	-115	$15.00	No	Yes	No		 $ 15.00 	0.98	53%	 $ 28.04 	 $ 13.04 	 $ 28.04 	 $ 13.04 	
396	6/14/2023	DraftKings	Prop	Golf	US  	Open	No Hole in One	115	$30.00	No	No	No		 $ 30.00 	-0.89	47%	 $ 64.50 	 $ 34.50 	 $ -   	 $ (30.00)	
397	6/14/2023	DraftKings	Prop	Golf	US  	Open	Hovland Winner	2100	$5.00	No	No	No		 $ 5.00 	-0.09	5%	 $ 110.00 	 $ 105.00 	 $ -   	 $ (5.00)	
398	6/14/2023	DraftKings	Winner (ML)	Golf	US  	Open	Hovland ML vs Schauffele	200	$10.00	No	No	No		 $ 10.00 	-0.64	33%	 $ 30.00 	 $ 20.00 	 $ -   	 $ (10.00)	
399	6/14/2023	FanDuel	Prop	Golf	US  	Open	Jon Rahm	900	$5.00	No	No	No		 $ 5.00 	-0.19	10%	 $ 50.00 	 $ 45.00 	 $ -   	 $ (5.00)	
400	6/15/2023	FanDuel	Prop	Golf	US  	Open	Hovland, Rahm, Mickelson to make cut	350	$10.00	No	No	No		 $ 10.00 	-0.42	22%	 $ 45.00 	 $ 35.00 	 $ -   	 $ (10.00)	
401	6/15/2023	FanDuel	Winner (ML)	Golf	Europe	Open	Scottie Scheffler ML	850	$5.00	No	No	No		 $ 5.00 	-0.20	11%	 $ 47.50 	 $ 42.50 	 $ -   	 $ (5.00)	
402	6/15/2023	DraftKings	Winner (ML)	Golf	US  	Open	Spieth ML	3300	$5.00	No	No	No		 $ 5.00 	-0.06	3%	 $ 170.00 	 $ 165.00 	 $ -   	 $ (5.00)	
403	6/15/2023	DraftKings	Winner (ML)	Golf	US  	Open	Koepka ML	140	$15.00	No	No	No		 $ 15.00 	-0.80	42%	 $ 36.00 	 $ 21.00 	 $ -   	 $ (15.00)	
404	6/15/2023	DraftKings	Winner (ML)	Golf	US  	Open	Spieth ML	140	$10.00	No	No	No		 $ 10.00 	-0.80	42%	 $ 24.00 	 $ 14.00 	 $ -   	 $ (10.00)	
405	6/15/2023	DraftKings	Prop	MLS	USA	Canada	Lineup 6v6	-120	$10.00	No	No	No		 $ 10.00 	-1.04	55%	 $ 18.33 	 $ 8.33 	 $ -   	 $ (10.00)	
406	6/15/2023	FanDuel	2 Leg Parlay	Other			See Below	127	$5.00	No	No	Yes		 $ 5.00 	-0.84	44%	 $ 11.35 	 $ 6.35 	 $ -   	 $ -   	
406	6/15/2023	FanDuel	     Leg	Other	Atlanta Dream	Dallas Wings	Over 173.5			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
406	6/15/2023	FanDuel	     Leg	Other	Connecticut Sun	Seattle Storm	Connecticut ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
407	6/24/2023	DraftKings	Prop	MLB	Reds	Braves	NRFI	140	$20.00	No	Yes	No		 $ 20.00 	1.26	42%	 $ 48.00 	 $ 28.00 	 $ 48.00 	 $ 28.00 	
408	6/24/2023	DraftKings	SGP	MLB	Reds	Braves	McLain Hit Reds over 3.5 runs	107	$10.00	No	Yes	No		 $ 10.00 	1.08	48%	 $ 20.70 	 $ 10.70 	 $ 20.70 	 $ 10.70 	
409	6/25/2023	DraftKings	Winner (ML)	MLB	Rockies	Angels	Angels ML	-150	$10.00	No	No	No		 $ 10.00 	-1.15	60%	 $ 16.67 	 $ 6.67 	 $ -   	 $ (10.00)	
410	6/25/2023	DraftKings	Winner (ML)	MLB	Reds	Braves	Reds ML	180	$15.00	No	No	No		 $ 15.00 	-0.68	36%	 $ 42.00 	 $ 27.00 	 $ -   	 $ (15.00)	
411	6/26/2023	DraftKings	Winner (ML)	Other	LSU	Florida	Florida ML	120	$15.00	No	No	No		 $ 15.00 	-0.87	45%	 $ 33.00 	 $ 18.00 	 $ -   	 $ (15.00)	
412	6/27/2023	DraftKings	SGP	MLB	Orioles	Reds	Mclain hit, reds over 2.5, 3 hits, 4 Ks	145	$2.29	No	Yes	No		 $ 2.29 	1.28	41%	 $ 5.61 	 $ 3.32 	 $ 5.61 	 $ 3.32 	
413	6/27/2023	DraftKings	Winner (ML)	MLB	Orioles	Reds	Reds ML	130	$30.00	No	Yes	No		 $ 30.00 	1.20	43%	 $ 69.00 	 $ 39.00 	 $ 69.00 	 $ 39.00 	
414	6/27/2023	DraftKings	Winner (ML)	MLB	Orioles	Reds	Reds ML	250	$5.00	Yes	Yes	No		 $ 5.00 	1.83	29%	 $ 17.50 	 $ 12.50 	 $ 17.50 	 $ 12.50 	
415	6/28/2023	DraftKings	SGP	MLB	Orioles	Reds	Mclain hit, runs over 6.5, 4H, Cruz hit	120	$10.00	No	Yes	No		 $ 10.00 	1.15	45%	 $ 22.00 	 $ 12.00 	 $ 22.00 	 $ 12.00 	
416	6/28/2023	DraftKings	Winner (ML)	MLB	Orioles	Reds	Reds ML	145	$15.00	No	Yes	No		 $ 15.00 	1.28	41%	 $ 36.75 	 $ 21.75 	 $ 36.75 	 $ 21.75 	
417	6/28/2023	DraftKings	2 Leg Parlay	MLS			See Below	116	$10.00	No	Yes	No		 $ 10.00 	1.13	46%	 $ 21.60 	 $ 11.60 	 $ 21.60 	 $ 11.60 	
417	6/28/2023	DraftKings	     Leg	MLS	USA	St Kits	Both teams to not score			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
417	6/28/2023	DraftKings	     Leg	MLS	Jamaica	Trinidad	Jamaica ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
418	6/30/2023	FanDuel	Winner (ML)	MLB	Reds	Padres	Reds ML	168	$15.00	Yes	Yes	No		 $ 15.00 	1.40	37%	 $ 40.20 	 $ 25.20 	 $ 40.20 	 $ 25.20 	
419	7/1/2023	DraftKings	Winner (ML)	MLB	Reds	Padres	Reds ML	140	$15.00	No	No	No		 $ 15.00 	-0.80	42%	 $ 36.00 	 $ 21.00 	 $ -   	 $ (15.00)	
420	7/1/2023	DraftKings	Over / Under	MLB	Reds	Padres	NRFI	187	$15.00	No	Yes	No		 $ 15.00 	1.50	35%	 $ 43.05 	 $ 28.05 	 $ 43.05 	 $ 28.05 	
421	7/1/2023	DraftKings	Winner (ML)	Other	Cole Custer 	Nascar Loop 121	Cole Custer Winner	160	$15.00	Yes	Yes	No		 $ 15.00 	1.36	38%	 $ 39.00 	 $ 24.00 	 $ 39.00 	 $ 24.00 	
422	7/2/2023	DraftKings	Over / Under	MLB	Reds	Padres	NRFI	180	$15.00	No	Yes	No		 $ 15.00 	1.47	36%	 $ 42.00 	 $ 27.00 	 $ 42.00 	 $ 27.00 	
423	7/2/2023	DraftKings	Winner (ML)	MLB	Reds	Padres	Reds ML	-130	$15.00	No	Yes	No		 $ 15.00 	0.93	57%	 $ 26.54 	 $ 11.54 	 $ 26.54 	 $ 11.54 	
424	7/3/2023	DraftKings	SGP	Tennis	Wimbledon	2023	Swiatek ML, Coco ML, Sloane Stephens ML, Djokovic ML, Rublev ML, Isner ML, Ruud ML	333	$15.00	No	No	No		 $ 15.00 	-0.44	23%	 $ 64.95 	 $ 49.95 	 $ -   	 $ (15.00)	
425	7/3/2023	DraftKings	Over / Under	MLB	Nationals	Reds	NRFI	110	$15.00	No	Yes	No		 $ 15.00 	1.10	48%	 $ 31.50 	 $ 16.50 	 $ 31.50 	 $ 16.50 	
426	7/3/2023	DraftKings	SGP	MLB	Nationals	Reds	Mclain Hit, Reds over 3.5, NRFI	570	$10.00	No	No	No		 $ 10.00 	-0.28	15%	 $ 67.00 	 $ 57.00 	 $ -   	 $ (10.00)	
427	7/3/2023	DraftKings	Winner (ML)	MLB	Nationals	Reds	Reds ML	-115	$15.00	No	Yes	No		 $ 15.00 	0.98	53%	 $ 28.04 	 $ 13.04 	 $ 28.04 	 $ 13.04 	
428	7/3/2023	DraftKings	2 Leg Parlay	Tennis			See Below	225	$15.00	Yes	Yes	No		 $ 15.00 	1.70	31%	 $ 48.75 	 $ 33.75 	 $ 48.75 	 $ 33.75 	
428	7/3/2023	DraftKings	     Leg	Tennis	Wimbledon	Round 1 2023	Fritz ML			Yes	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
428	7/3/2023	DraftKings	     Leg	Tennis	Wimbledon	Round 1 2023	Shapavalov ML			Yes	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
429	7/3/2023	DraftKings	Winner (ML)	MLB	Nationals	Reds	Reds ML	-280	$15.00	Yes	Yes	No		 $ 15.00 	0.71	74%	 $ 20.36 	 $ 5.36 	 $ 20.36 	 $ 5.36 	
430	7/4/2023	DraftKings	Over / Under	MLB	Nationals	Reds	Nationals U 3.5 Runs	167	$15.00	Yes	No	No		 $ 15.00 	-0.72	37%	 $ 40.05 	 $ 25.05 	 $ -   	 $ (15.00)	
431	7/4/2023	DraftKings	Over / Under	Other	Joey MF	Chestnut	Under 72.5 Dogs Eaten	-110	$15.00	No	Yes	No		 $ 15.00 	1.00	52%	 $ 28.64 	 $ 13.64 	 $ 28.64 	 $ 13.64 	
432	7/4/2023	DraftKings	Over / Under	Other	Joey MF	Chestnut	Under 76 Dogs Eaten	-320	$16.00	No	Yes	No		 $ 16.00 	0.69	76%	 $ 21.00 	 $ 5.00 	 $ 21.00 	 $ 5.00 	
433	7/5/2023	DraftKings	4+ Parlay	MLB			Lots and lots of teams	3081	$10.00	No	No	No		 $ 10.00 	-0.06	3%	 $ 318.10 	 $ 308.10 	 $ -   	 $ (10.00)	
434	7/5/2023	DraftKings	Winner (ML)	MLB	Nationals	Reds	Reds ML	-115	$20.00	No	Yes	No		 $ 20.00 	0.98	53%	 $ 37.39 	 $ 17.39 	 $ 37.39 	 $ 17.39 	
435	7/5/2023	DraftKings	Over / Under	MLB	Nationals	Reds	Nationals NRFI	-280	$30.00	No	No	No		 $ 30.00 	-1.41	74%	 $ 40.71 	 $ 10.71 	 $ -   	 $ (30.00)	
436	7/5/2023	DraftKings	Winner (ML)	Tennis	Wimbledon	2023	Sabalenka Champ & Djokovic Champ	739	$15.00	Yes	No	No		 $ 15.00 	-0.23	12%	 $ 125.85 	 $ 110.85 	 $ -   	 $ (15.00)	
437	7/5/2023	DraftKings	Winner (ML)	MLB	Nationals	Reds	Reds ML	130	$30.00	Yes	Yes	No		 $ 30.00 	1.20	43%	 $ 69.00 	 $ 39.00 	 $ 69.00 	 $ 39.00 	
438	7/6/2023	DraftKings	SGP	Tennis	Wimbledon	2023	Tiafoe ML, Medvedev mL, Fritz ML	-154	$40.00	Yes	No	No		 $ 40.00 	-1.16	61%	 $ 65.97 	 $ 25.97 	 $ -   	 $ (40.00)	
439	7/6/2023	DraftKings	Winner (ML)	Tennis	Wimbledon	2023	Sloane Stephens ML	-115	$20.00	Yes	No	No		 $ 20.00 	-1.02	53%	 $ 37.39 	 $ 17.39 	 $ -   	 $ (20.00)	
440	7/6/2023	DraftKings	Winner (ML)	MLB	Nationals	Reds	Reds ML	110	$15.00	No	Yes	No		 $ 15.00 	1.10	48%	 $ 31.50 	 $ 16.50 	 $ 31.50 	 $ 16.50 	
441	7/6/2023	DraftKings	Over / Under	MLB	Nationals	Reds	Nats NRFI	-265	$40.00	No	Yes	No		 $ 40.00 	0.72	73%	 $ 55.09 	 $ 15.09 	 $ 55.09 	 $ 15.09 	
442	7/6/2023	DraftKings	2 Leg Parlay	Tennis			See Below	116	$25.00	No	No	No		 $ 25.00 	-0.88	46%	 $ 54.00 	 $ 29.00 	 $ -   	 $ (25.00)	
442	7/6/2023	DraftKings	     Leg	Tennis	Wimbledon	2023	Medvedev ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
442	7/6/2023	DraftKings	     Leg	Tennis	Wimbledon	2023	Murray ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
443	7/6/2023	DraftKings	Winner (ML)	Tennis	Wimbledon	2023	Medvedev ML	-310	$100.00	No	Yes	No		 $ 100.00 	0.69	76%	 $ 132.26 	 $ 32.26 	 $ 132.26 	 $ 32.26 	
444	7/6/2023	DraftKings	Winner (ML)	MLB	Nationals	Reds	Reds ML	-155	$35.00	Yes	Yes	No		 $ 35.00 	0.86	61%	 $ 57.58 	 $ 22.58 	 $ 57.58 	 $ 22.58 	
445	7/6/2023	DraftKings	Winner (ML)	MLB	Nationals	Reds	Reds ML	-195	$20.00	Yes	Yes	No		 $ 20.00 	0.79	66%	 $ 30.26 	 $ 10.26 	 $ 30.26 	 $ 10.26 	
446	7/7/2023	DraftKings	Winner (ML)	Tennis	Wimbledon	2023	Rublev ML	136	$20.00	Yes	Yes	No		 $ 20.00 	1.24	42%	 $ 47.20 	 $ 27.20 	 $ 47.20 	 $ 27.20 	
447	7/9/2023	DraftKings	SGP	Tennis	Wimbledon	2023	Djokovic 3-0, Rublev ML, Sinner 3-0, Alcaraz ML	1285	$10.00	No	No	No		 $ 10.00 	-0.14	7%	 $ 138.50 	 $ 128.50 	 $ -   	 $ (10.00)	
448	7/9/2023	DraftKings	2 Leg Parlay	Tennis			See Below	-147	$15.00	No	Yes	No		 $ 15.00 	0.88	60%	 $ 25.20 	 $ 10.20 	 $ 25.20 	 $ 10.20 	
448	7/9/2023	DraftKings	     Leg	Tennis	Wimbledon	2023	Sabalenka ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
448	7/9/2023	DraftKings	     Leg	Tennis	Wimbledon	2023	Pegula ML			Yes	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
449	7/9/2023	DraftKings	SGP	Other	Formula	1	Verstappen, Checo, Lando ML	184	$15.00	No	No	No		 $ 15.00 	-0.67	35%	 $ 42.60 	 $ 27.60 	 $ -   	 $ (15.00)	
450	7/9/2023	DraftKings	Prop	Other	Formula	1	Red Bull Racing Most Poiints	-200	$25.00	No	Yes	No		 $ 25.00 	0.79	67%	 $ 37.50 	 $ 12.50 	 $ 37.50 	 $ 12.50 	
451	7/9/2023	DraftKings	Winner (ML)	MLB	Brewers	Reds	Reds ML	125	$25.00	No	No	No		 $ 25.00 	-0.85	44%	 $ 56.25 	 $ 31.25 	 $ -   	 $ (25.00)	
452	7/9/2023	DraftKings	SGP	Other	5	Sports	Verstappen win, Djokovic ML, Sabalenka ML, USA ML	375	$15.00	No	No	No		 $ 15.00 	-0.40	21%	 $ 71.25 	 $ 56.25 	 $ -   	 $ (15.00)	
453	7/9/2023	DraftKings	Prop	Other	Formula	1	6 Driver Duel	-125	$25.00	No	No	No		 $ 25.00 	-1.06	56%	 $ 45.00 	 $ 20.00 	 $ -   	 $ (25.00)	
454	7/9/2023	DraftKings	2 Leg Parlay	Tennis			See Below	-400	$100.00	No	Yes	No		 $ 100.00 	0.65	80%	 $ 125.00 	 $ 25.00 	 $ 125.00 	 $ 25.00 	
454	7/9/2023	DraftKings	     Leg	Tennis	Wimbledon	2023	Djokovic ML			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
454	7/9/2023	DraftKings	     Leg	Tennis	Wimbledon	2023	Swiatek ML 			No	Yes	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
455	7/9/2023	DraftKings	Winner (ML)	Tennis	Wimbledon	2023	Swiatek ML	-120	$50.00	Yes	Yes	No		 $ 50.00 	0.96	55%	 $ 91.67 	 $ 41.67 	 $ 91.67 	 $ 41.67 	
456	7/9/2023	DraftKings	Winner (ML)	MLS	Jamaica	Guatemala	Jamaica ML	-105	$25.00	Yes	Yes	No		 $ 25.00 	1.02	51%	 $ 48.81 	 $ 23.81 	 $ 48.81 	 $ 23.81 	
457	7/9/2023	DraftKings	Winner (ML)	MLS	USA	Canada	USA ML	-115	$15.00	Yes	Yes	No		 $ 15.00 	0.98	53%	 $ 28.04 	 $ 13.04 	 $ 28.04 	 $ 13.04 	
458	7/11/2023	DraftKings	Winner (ML)	Tennis	Wimbledon	2023	Pegula ML	195	$15.00	Yes	No	No		 $ 15.00 	-0.65	34%	 $ 44.25 	 $ 29.25 	 $ -   	 $ (15.00)	
459	7/11/2023	DraftKings	Over / Under	MLB	National	American	NRFI	-108	$35.00	No	Yes	No		 $ 35.00 	1.01	52%	 $ 67.41 	 $ 32.41 	 $ 67.41 	 $ 32.41 	
460	7/11/2023	FanDuel	Over / Under	MLB	National	American	YRFI	200	$30.00	No	No	No		 $ 30.00 	-0.64	33%	 $ 90.00 	 $ 60.00 	 $ -   	 $ (30.00)	
461	7/12/2023	DraftKings	2 Leg Parlay	Tennis			See Below	-128	$10.00	No	Yes	Yes		 $ 10.00 	0.93	56%	 $ 17.81 	 $ 7.81 	 $ 17.81 	 $ 7.81 	
461	7/12/2023	DraftKings	     Leg	Tennis	Wimbledon	2023	Sablenka ML			No	Yes	Yes				0%	 $ -   	 $ -   	 $ -   	 $ -   	
461	7/12/2023	DraftKings	     Leg	Tennis	Wimbledon	2023	Medvedev ML			No	Yes	Yes				0%	 $ -   	 $ -   	 $ -   	 $ -   	
462	7/12/2023	DraftKings	Winner (ML)	Tennis	Wimbledon	2023	Medvedev ML	107	$5.00	Yes	Yes	No		 $ 5.00 	1.08	48%	 $ 10.35 	 $ 5.35 	 $ 10.35 	 $ 5.35 	
463	7/12/2023	DraftKings	Winner (ML)	MLS	USA	Panama	USA Qualify	-195	$23.00	Yes	No	No		 $ 23.00 	-1.26	66%	 $ 34.79 	 $ 11.79 	 $ -   	 $ (23.00)	
464	7/13/2023	FanDuel	2 Leg Parlay	Tennis			See Below	265	$10.00	No	No	No		 $ 10.00 	-0.52	27%	 $ 36.50 	 $ 26.50 	 $ -   	 $ (10.00)	
464	7/13/2023	FanDuel	     Leg	Tennis	Wimbledon	2023	Sablenka ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
464	7/13/2023	FanDuel	     Leg	Tennis	Wimbledon	2023	Svitolina ML			No	No	No				0%	 $ -   	 $ -   	 $ -   	 $ -   	
465	7/13/2023	DraftKings	Winner (ML)	Tennis	Wimbledon 	2023	Sabalenka  ML	130	$25.00	Yes	No	No		 $ 25.00 	-0.83	43%	 $ 57.50 	 $ 32.50 	 $ -   	 $ (25.00)	
466	7/14/2023	FanDuel	Winner (ML)	MLB	Reds	Brewers	Reds ML	148	$15.00	No	No	No		 $ 15.00 	-0.77	40%	 $ 37.20 	 $ 22.20 	 $ -   	 $ (15.00)	
467	7/14/2023	DraftKings	SGP	MLB	Reds	Brewers	Mclain H, Reds O2.5, Ashcraft 3K	165	$10.00	No	No	No		 $ 10.00 	-0.72	38%	 $ 26.50 	 $ 16.50 	 $ -   	 $ (10.00)	
468	7/14/2023	DraftKings	Over / Under	MLB	Astros	Angels	NRFI	136	$5.00	No	Yes	No		 $ 5.00 	1.24	42%	 $ 11.80 	 $ 6.80 	 $ 11.80 	 $ 6.80 	
469	7/15/2023	DraftKings	Winner (ML)	Tennis	Wimbledon 	2023	Jabeur ML	136	$5.00	Yes	No	No		 $ 5.00 	-0.81	42%	 $ 11.80 	 $ 6.80 	 $ -   	 $ (5.00)	
470	7/15/2023	DraftKings	Winner (ML)	Tennis	Wimbledon 	2023	Jabeur ML	260	$5.00	Yes	No	No		 $ 5.00 	-0.53	28%	 $ 18.00 	 $ 13.00 	 $ -   	 $ (5.00)	
